年度,月份,亞洲總計,香港,中國大陸,澳門,日本,韓國,印度,越南,泰國,馬來西亞,新加坡,菲律賓,汶萊,印尼,柬埔寨,寮國,緬甸,斯里蘭卡,不丹,尼泊爾,孟加拉,巴基斯坦,蒙古,帝汶,索羅門群島,馬爾地夫,塞席爾,吉里巴斯,伊朗,伊拉克,沙烏地阿拉伯,科威特,以色列,約旦,敘利亞,黎巴嫩,阿拉伯聯合大公國,葉門,土耳其,賽普勒斯,阿富汗(外籍),美洲總計,美國,加拿大,墨西哥,巴西,阿根廷,巴拿馬,哥斯達黎加,多明尼加,瓜地馬拉,宏都拉斯,海地,尼加拉瓜,薩爾瓦多,貝里斯,聖露西亞,智利,委內瑞拉,玻利維亞,哥倫比亞,厄瓜多爾,圭亞馬,巴拉圭,秘魯,烏拉圭,歐洲總計,比利時,法國,德國,義大利,荷蘭,英國,西班牙,瑞典,瑞士,奧地利,希臘,俄羅斯,挪威,丹麥,愛爾蘭,冰島,葡萄牙,芬蘭,烏克蘭,克羅埃西亞,愛沙尼亞,立陶宛,拉脫維亞,斯洛凡尼亞,斯洛伐克,波蘭,捷克,匈牙利,羅馬尼亞,保加利亞,大洋洲總計,澳大利亞,紐西蘭,裴濟,諾魯,帛琉,馬紹爾,非洲總計,南非,埃及,摩洛哥,阿爾及利亞,突尼西亞,肯亞,奈及利亞,模里西斯,史瓦濟蘭
97,1,21769 21214 9550 10897 30250 45353 79463 61674 83183 49623 58854 31843 12853 8338 13986 9390,6138 6041 2712 2978 11504 14678 36279 22307 39973 18747 28086 11526 5355 2469 5557 2426,3 2 1 3 15 17 68 39 87 33 53 26 13 2 8 4,1641 1555 730 801 3198 2789 11642 5030 14564 5293 11359 4048 2457 1072 2374 1318,5354 5288 2653 3295 7522 13696 12645 15117 9016 10650 5212 6577 1446 1846 2069 2367,2351 2259 1200 1348 2152 4303 5029 5648 4989 4701 2876 2658 683 791 719 889,20 19 12 18 67 110 224 256 234 211 183 174 41 36 57 43,1826 1747 106 145 687 1375 2686 1902 3887 1200 3426 1058 784 362 751 366,1153 1072 519 572 1747 2658 3209 3169 3129 2584 2358 1805 671 562 852 593,963 875 352 405 594 987 1384 1651 1608 1515 1069 837 294 289 385 362,873 922 665 664 788 1384 2146 2186 1968 1674 1195 1007 306 260 308 299,458 472 236 230 512 623 1141 927 1316 804 1003 537 249 151 260 192,0 1 0 0 19 14 9 7 14 2 8 6 2 0 5 1,755 750 250 325 1165 2012 2355 2255 1662 1288 1186 685 271 225 303 227,119 101 82 81 178 560 428 906 497 676 644 761 225 247 288 256,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,99 96 31 22 51 44 124 194 203 193 178 113 48 20 43 38,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14 10 1 10 37 68 60 46 27 39 10 16 5 5 5 6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 3 0 2 1 0 0 0 0,2 2 0 0 5 15 22 19 3 6 4 8 3 1 2 3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 1 0 0 8 20 10 14 1 6 0 0 0 0 0 0,1476 1486 2032 2295 5298 8529 6662 6612 5770 5261 4786 4733 1497 1346 1444 1195,1301 1304 1513 1758 4823 7835 6406 6283 5333 4610 4273 4162 1381 1256 1353 1109,175 182 519 537 475 694 256 329 437 651 513 571 116 90 91 86,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,553 480 419 497 1340 2202 2654 2400 1946 1602 1323 939 293 211 304 220,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,34 33 32 24 174 269 452 384 302 259 221 122 36 16 19 13,27 31 38 35 100 222 238 250 74 90 63 51 18 11 10 6,331 291 175 233 620 905 1080 1021 938 779 631 493 160 130 184 148,103 90 133 169 298 508 429 359 393 280 264 160 54 36 71 38,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,58 35 41 36 148 298 455 386 239 194 144 113 25 18 20 15,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,541 497 832 797 942 1494 1142 1274 749 1094 631 724 170 126 174 199,320 290 543 505 620 954 587 707 401 647 389 464 113 77 100 107,88 86 223 211 181 258 203 232 156 242 142 195 35 32 46 64,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,133 121 66 81 141 282 352 335 192 205 100 65 22 17 28 28,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
97,2,25569 23922 12194 12727 38965 51543 102685 70315 107202 56554 76664 39889 15165 9004 13117 9589,9368 8730 3721 3876 14197 15395 47786 24831 50641 20094 33898 12361 5887 2454 4301 2344,754 618 422 385 565 548 2129 1180 2903 1343 1841 790 342 191 276 250,3269 2971 1410 1482 5112 3742 17038 6327 20269 6365 14959 4739 2738 1124 2329 1182,4112 3895 2808 3082 8301 13765 12662 15493 9530 11525 7264 9124 1925 2024 2104 2444,1783 1838 1169 1416 2546 5088 5424 5644 5231 4624 3404 2769 620 581 524 619,10 15 19 12 91 109 230 275 221 231 214 255 56 55 55 61,1899 1814 172 155 1110 1744 4108 2116 5594 1496 4690 1510 892 379 771 433,1102 1050 641 652 2378 3515 4105 3975 3830 3183 3050 2477 797 669 814 648,809 649 440 410 867 1382 1681 2051 1724 1648 1539 1271 408 355 447 363,691 658 474 407 995 1811 2225 2556 2083 1864 1432 1275 356 326 388 360,537 518 299 249 691 936 1530 1446 1672 1138 1302 831 348 216 345 235,19 22 14 18 25 35 22 44 47 38 27 25 7 4 8 10,924 875 384 387 1551 2493 2612 2914 2189 1746 1682 1256 412 306 352 328,170 156 153 143 392 769 682 1093 821 929 1027 1047 312 277 346 265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,43 40 20 11 40 54 112 128 172 148 167 87 43 23 33 21,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,68 61 39 35 85 117 279 186 239 156 150 49 16 16 21 22,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3 3 4 0 10 22 36 31 16 11 8 12 3 1 1 2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8 9 5 7 8 17 24 24 17 15 8 10 1 1 2 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 1 1 0 1 2 0 2 1 2 2 0 1,903 993 599 610 2518 4401 5182 5900 4544 4568 5062 5061 1579 1449 1478 1371,818 898 537 547 2264 3998 4882 5515 4084 4075 4356 4466 1447 1355 1387 1289,85 95 62 63 254 403 300 385 460 493 706 595 132 94 91 82,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,410 407 202 226 1398 2257 2964 2945 2455 2114 1753 1347 375 292 302 241,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 24 29 40 62 42 77 18 38 3 2 0 0,34 23 15 23 219 345 545 654 557 672 334 273 43 24 14 8,11 11 9 9 80 171 235 238 118 94 64 67 17 17 18 16,210 228 108 96 683 1061 1169 1073 940 709 722 564 200 146 145 117,118 114 51 59 221 366 544 477 524 313 404 225 70 63 96 71,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,37 31 19 39 171 284 429 441 273 249 208 180 42 40 29 29,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 1 2 0 1 0 2 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,330 341 366 358 1313 2108 1220 1445 766 985 878 993 259 213 207 238,179 185 166 201 802 1389 655 833 431 578 550 672 166 147 130 157,52 45 113 95 242 279 141 169 95 189 188 210 61 45 49 53,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,99 111 87 62 269 440 424 443 240 218 140 111 32 21 28 28,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
97,3,8368 8421 1687 2173 28930 44600 86173 60412 89762 46938 71461 44281 18051 12522 21735 13993,2864 2876 632 718 10540 11828 40538 22104 44808 18949 33073 15151 7186 3999 8906 4129,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,946 902 149 267 3765 3030 14582 5473 18343 5820 14852 5853 3527 1624 3959 1965,1569 1620 342 468 6047 13103 10773 13580 7216 8715 6579 9748 2353 2902 3467 3784,459 476 123 195 1844 4529 4574 4969 4088 3722 3096 3357 862 970 966 1010,7 7 1 4 51 81 181 186 188 151 126 155 42 49 55 57,1139 1176 20 21 776 1201 3320 1691 4876 1402 4590 1887 1161 676 1163 634,382 370 96 171 2294 4249 3964 4062 3354 2659 3024 2696 993 768 1177 827,200 219 49 65 641 1273 1648 1738 1436 1260 1358 1358 429 347 492 438,256 240 188 144 645 1154 1914 1837 1735 1400 1246 952 326 274 357 287,147 148 35 44 458 631 1250 922 1163 726 1054 721 350 182 303 167,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,293 297 41 61 1504 2739 2586 2644 1673 1228 1329 1105 366 297 353 260,66 55 6 6 281 663 650 996 625 722 866 1097 361 369 453 356,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,31 25 2 7 49 50 115 114 205 141 217 128 79 40 59 50,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3 3 0 0 8 9 12 12 16 4 12 16 1 0 2 4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 1 1 2 4 7 8 9 2 6 11 11 3 6 1 4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1 0 1 0 6 7 17 10 9 6 1 3 1 0 1 2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0,4 3 1 0 8 18 19 33 16 19 17 25 8 13 19 12,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 1 0 0 0 2 0 2 0 0 0 1 0 0 0 0,1 2 0 0 9 24 22 29 8 8 10 17 3 6 2 7,521 560 597 622 2395 4281 5261 5255 4639 4372 5065 5851 1973 2154 2627 2442,393 451 381 400 2231 3940 5023 4857 4180 3660 4530 5124 1811 1984 2418 2245,128 109 216 222 164 341 238 398 459 712 535 727 162 170 209 197,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,189 193 56 119 1390 2482 3087 2918 2197 1595 1726 1447 450 332 395 299,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14 28 5 5 215 348 630 507 464 293 355 245 89 64 63 42,5 5 2 0 109 206 216 233 80 78 56 68 22 12 15 16,112 95 40 85 664 1176 1185 1106 985 678 742 607 185 126 168 133,45 40 5 13 227 389 465 423 383 271 348 263 93 59 102 64,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13 25 4 16 175 363 591 649 285 275 225 264 61 71 47 44,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,97 122 55 60 653 1315 875 1203 518 608 645 997 261 249 224 209,64 82 33 36 404 805 499 764 335 448 461 741 183 172 154 148,11 17 11 4 51 81 61 94 69 106 112 187 56 64 50 49,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22 23 11 20 198 429 315 345 114 54 72 69 22 13 20 12,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 5 3 8 5 6 3 1 4 1 2 0 0,0 0 0 0 5 3 8 5 6 3 1 4 1 2 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
